,id,text,label,label_text,Llama_405B_reason,Llama_405B_label_text,Llama_405B_label,Deepseek_V3_reason,Deepseek_V3_label_text,Deepseek_V3_label
1739,787adc7b6e,HAPPY MOTHER`S DAY TO MY BEAUTIFUL MOMMIES,2,positive,"The text expresses a warm and affectionate sentiment towards the speaker's mothers, using positive language such as 'HAPPY' and 'BEAUTIFUL'",positive,2,The text expresses a positive sentiment by wishing a happy Mother's Day and using the affectionate term 'my beautiful mommies',positive,2
1740,a77104e008,listening to faith spirituality and the internet,1,neutral,"The text is a simple statement about an activity without expressing any emotion or opinion, it's more of a factual statement",neutral,1,The text is a factual statement about an activity without expressing any specific emotion or opinion,neutral,1
1741,603641a514," ?? Sorry you posted the vid again, but it won`t load for me...",0,negative,"The text expresses a neutral apology and a statement about a technical issue with loading a video, without any strong emotional tone",neutral,1,"The text expresses a mild frustration or confusion about a video not loading, but the sentiment is not strongly negative or positive.",neutral,1
1742,81d827d3ea,about to run the hinckley half marathon!  Fingers crossed for a <1h30m time,1,neutral,"The text expresses excitement and anticipation about running a marathon, and has a hopeful tone about achieving a specific time goal, indicating a positive sentiment",positive,2,"The text expresses anticipation and hope for achieving a specific goal in the marathon, indicating a positive sentiment",positive,2
1743,0a4f813af2,  no water park today? made me jealous looking at that pic,0,negative,"The text expresses disappointment and jealousy about not being able to go to the water park, indicating a negative sentiment",negative,0,"The text expresses a feeling of jealousy due to not being able to go to the water park, which indicates a negative sentiment.",negative,0
1744,1843f47897,dad`s posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i`m sorta happy  but he`s gutted,1,neutral,"The text expresses mixed emotions, with the writer being 'sorta happy' but also acknowledging that their dad is 'gutted', indicating a predominantly negative sentiment due to the postponement and uncertainty",negative,0,"The text expresses mixed feelings; the author is 'sorta happy' about the situation, which suggests a slight positive sentiment, while acknowledging that their father is 'gutted', which is negative. However, the overall sentiment leans slightly positive due to the personal feeling of happiness.",positive,2
1745,70791caf15,"In pain,, poor me, I HATE THE SUN",0,negative,"The text expresses physical discomfort (in pain) and emotional distress (hate for the sun), with a tone of self-pity (poor me), indicating a strongly negative sentiment",negative,0,"The text expresses discomfort and frustration, specifically mentioning pain and a strong dislike for the sun, indicating a negative sentiment",negative,0
1746,f56ed713f8," Yep, tomorrow night, 10:30! Just saw the ad *squeals* LOVED this season",2,positive,"The text expresses excitement and enthusiasm with the use of '*squeals*' and 'LOVED', indicating a strong positive sentiment",positive,2,"The text expresses excitement and enthusiasm about the upcoming event and the season, indicating a positive sentiment",positive,2
1747,725d9342bd,F.Y.I. a lot of you people that are following me i have unfollowed a lot of you  yer kinda boring me or not really helpful to my e-growth!,0,negative,"The text expresses a negative sentiment towards the people being unfollowed, stating they are 'boring' or 'not really helpful', indicating a dismissive and critical tone",negative,0,"The text expresses dissatisfaction and frustration with followers, stating they are boring and not helpful for e-growth, which indicates a negative sentiment.",negative,0
1748,76b443a115,Don`t really feel like I got a tan  I gave up and am working out instead. Skin cancer is overrated. <3 CJ,1,neutral,"The text expresses a mixed sentiment, starting with a neutral/negative statement about not getting a tan, followed by a positive statement about working out instead, and ending with a flippant comment about skin cancer being overrated, which is a negative sentiment. However, the overall tone is more casual and sarcastic than genuinely negative, and the inclusion of the heart symbol at the end suggests a lighthearted tone. Therefore, the overall sentiment is more neutral than negative or positive.",neutral,1,"The text starts with a neutral statement about not getting a tan and then transitions to a somewhat sarcastic comment about skin cancer being overrated, which could be interpreted as negative or dismissive. The overall tone is not strongly positive or negative, but leans slightly towards a negative sentiment due to the sarcasm.",negative,0
1749,16ea5207c5,Enjoying time with the g/f,2,positive,"The text expresses a positive sentiment by using the word 'enjoying', which indicates happiness and satisfaction with the time spent with the girlfriend",positive,2,"The text expresses enjoyment and contentment about spending time with a significant other, indicating a positive sentiment",positive,2
1750,4ff8b3efb4, I can`t  has blocked me.  I can`t even request,0,negative,"The text expresses frustration and disappointment about being blocked and unable to request, indicating a negative sentiment",negative,0,"The text expresses frustration or disappointment about being blocked and unable to make a request, indicating a negative sentiment.",negative,0
1751,3d467291fc,planning how to move back home...the regression process is in motion,1,neutral,"The text mentions a 'regression process', which has a negative connotation, implying a step backward or a return to a previous, possibly undesirable state, indicating a negative sentiment",negative,0,The text is a factual statement about planning to move back home and mentions a regression process without expressing any positive or negative emotion,neutral,1
1752,62c9c4f81f,Getting very frustrated by people who don`t know what they want... can`t wait to go home tonight...,0,negative,"The text expresses frustration with people and a strong desire to go home, indicating a negative emotional state",negative,0,"The text expresses frustration and a desire to leave, indicating a negative sentiment",negative,0
1753,58deb5c585,Scotts the only guy for me   Good night<3,2,positive,"The text expresses affection and loyalty towards Scott, and ends with a heart symbol, indicating a positive sentiment",positive,2,"The text expresses affection and a positive sentiment towards someone named Scott, followed by a friendly 'Good night' with a heart symbol.",positive,2
1754,f9147427db, that David -- nice to know he feels so comfortable 'twitting' or 'tweeting' us.   I have a feeling he misses home.,1,neutral,"The text expresses a somewhat sarcastic tone towards David's behavior on Twitter, but also includes a sympathetic sentiment towards him possibly missing home, the overall sentiment is more neutral than clearly positive or negative",neutral,1,"The text mentions that it's nice to know David feels comfortable communicating, which has a slightly positive tone, but it also speculates that he misses home, which could be interpreted as a neutral or slightly negative sentiment. Overall, the sentiment is mixed but leans towards neutral due to the lack of strong emotional language.",neutral,1
1755,89e7895985,"**** - Apple store is down for updates... what`s coming, I wonder?",0,negative,"The text expresses curiosity and interest in the Apple store updates, with a neutral tone and no strong emotions or opinions",neutral,1,"The text mentions the Apple store being down for updates with a tone of curiosity, but it does not express any clear positive or negative sentiment.",neutral,1
1756,b809700a90,"****, can`t sleep.  feening for cigs. i`m horrible. :X",0,negative,"The text expresses frustration about not being able to sleep, a craving for cigarettes, and self-criticism, all of which indicate a negative sentiment",negative,0,"The text expresses frustration and self-criticism due to inability to sleep and craving for cigarettes, indicating a negative sentiment",negative,0
1757,97e05cba20, - that is awesome.,2,positive,"The text expresses admiration and approval with the word 'awesome', indicating a positive sentiment",positive,2,"The text expresses a strong positive reaction with the word 'awesome', indicating a positive sentiment",positive,2
1758,89e955d693, yesh and that potato guy is online... but hes not live,1,neutral,"The text mentions a person being online but not live, without expressing any strong emotions or opinions, it appears to be a neutral statement",neutral,1,"The text mentions that 'that potato guy is online' but clarifies 'he's not live', which is a factual observation without expressing any particular emotion or opinion.",neutral,1
1759,ea5251e093,wow...i have to many bookmarks...i just spent a good hour organizing,2,positive,"The text expresses a sense of being overwhelmed by the number of bookmarks, but then mentions spending a productive hour organizing, which suggests a neutral to slightly positive sentiment, however, the initial 'wow' and the mention of having 'too many' bookmarks leans the sentiment slightly more towards being overwhelmed, but the overall tone is more matter-of-fact than negative",neutral,1,"The text begins with an expression of surprise ('wow') and mentions spending a significant amount of time organizing bookmarks, which suggests a sense of accomplishment or satisfaction. This indicates a positive sentiment.",positive,2
1760,49961e3d9a,"Fab wedding yesterday, feet still sore from dancing so must be a good sign. V glad to wake up in my own bed this morning",2,positive,"The text describes a wedding as 'fab', indicating a positive experience, and also expresses relief and comfort about waking up in their own bed, which further supports a positive sentiment",positive,2,"The text expresses positive feelings about the wedding and being glad to wake up in one's own bed, indicating a positive sentiment",positive,2
1761,64f8545fbb,"I just want somebody to love, and who loves me. I think and day-dream about about that CONSTANTLY.",2,positive,"The text expresses a deep emotional longing for love and connection, indicating a sense of sadness and wistfulness, but the overall tone is one of hopeful yearning rather than despair or anger",positive,2,"The text expresses a deep longing and constant day-dreaming for mutual love, which conveys a sense of yearning and emotional intensity",neutral,1
1762,a768967785," i know, right? i`m super-excited - i told y`all this is the busiest time of year for me",2,positive,"The text expresses enthusiasm and excitement, with the speaker describing themselves as 'super-excited', indicating a positive sentiment",positive,2,"The text expresses excitement and describes a busy time of year, which indicates a positive sentiment",positive,2
1763,718fa1b02e, is there something wrong with the internet in chelmsford? my tv on demad isnt working right and my internet is SUPER slow,0,negative,"The text expresses frustration and disappointment about issues with the internet and TV on demand, indicating a negative sentiment",negative,0,"The text expresses frustration and concern about internet and TV issues, indicating a negative sentiment",negative,0
1764,dbc12aea84,goin to bed w/smokey!!!!!,1,neutral,"The text mentions going to bed with someone, using enthusiastic punctuation, suggesting a positive and affectionate sentiment",positive,2,"The text expresses a positive and affectionate sentiment about going to bed with someone named Smokey, indicated by the exclamation marks and the use of '!!!!!'",positive,2
1765,d45f4bc4dd,Tried to do an Audioboo recording but it` distorted due to the high volume  #OBS,0,negative,"The text describes a failed attempt at recording due to technical issues, indicating a negative outcome, but the tone is more matter-of-fact than emotional",neutral,1,"The text mentions a failed attempt to make an Audioboo recording due to high volume causing distortion. This indicates a slight frustration or disappointment, suggesting a negative sentiment.",negative,0
1766,2bf4730761,"Need to come up with another blog post today. But for now, I AM SLEEEEEPPYYYYYY!!!!!!!!",0,negative,"The text expresses a sense of obligation to work on a blog post, but is dominated by a strong feeling of tiredness and sleepiness, indicating a negative sentiment",negative,0,"The text expresses a need to write a blog post but emphasizes a strong feeling of sleepiness, which conveys a sense of frustration or exhaustion, indicating a negative sentiment.",negative,0
1767,2baed22b29," good job I have the track in my head, cos sadly can`t access it, boo",1,neutral,"The text expresses a positive sentiment with 'good job', but then also mentions a negative aspect with 'sadly can't access it, boo', which indicates a mixed sentiment. However, since the positive sentiment is explicitly stated and the negative aspect is more of a circumstance, I would lean towards the initial positive sentiment being the dominant one.",positive,2,"The text starts with a positive remark ('good job') but then expresses disappointment ('sadly can't access it, boo'), which indicates a mix of positive and negative sentiment. However, the overall tone leans more towards the negative due to the frustration expressed.",negative,0
1768,f57fc6cf5d,  you better come back soon! <3,2,positive,"The text expresses a demand or warning, but it is followed by a heart symbol, which is often used to convey affection or love. This suggests that the overall sentiment is positive and the speaker is expressing a desire for the person to return, rather than a genuine threat.",positive,2,"The text expresses a desire for someone's return with a heart symbol, indicating a positive sentiment",positive,2
1769,ac77a1d526,Want: To play Sacred 2... Reality: Spend all day at the hosp...,1,neutral,"The text expresses a desire to play a game, but is contrasted with the reality of having to spend the day at the hospital, indicating a sense of disappointment or frustration",negative,0,"The text contrasts a desire to play a game with the reality of spending the day at the hospital, expressing a sense of disappointment or frustration.",negative,0
1770,62db452a0b,Traffic jams are rubbish. Anyone know what`s going on on the A48 between Cowbridge and Cardiff? We`re stuck both directions,1,neutral,"The text expresses frustration and annoyance with traffic jams, using the word 'rubbish' to emphasize the negative sentiment, and also asks for information about the situation, indicating a sense of helplessness",negative,0,"The text expresses frustration about being stuck in traffic jams, which indicates a negative sentiment",negative,0
1771,cb37dd4f3b,she`s gone   I miss my kay way already,0,negative,"The text expresses sadness and longing for someone who has left, using the phrase 'I miss' which indicates a negative emotional state",negative,0,"The text expresses sadness and longing for someone who is gone, indicating a negative sentiment",negative,0
1772,4f38cb58e0,sitting in bed where I will be for the weekend.,1,neutral,"The text describes a situation without expressing any strong emotion or opinion, it's a simple statement of fact, the tone is somewhat matter-of-fact and doesn't convey a clear sentiment",neutral,1,The text is a factual statement about the speaker's location and plans without expressing any particular emotion or opinion,neutral,1
1773,1db3229d23,YAY! GO TAYLOR SWIFT!! come to australia again!!!,2,positive,"The text expresses enthusiastic support for Taylor Swift, using all capital letters and multiple exclamation points, indicating a strong positive sentiment",positive,2,"The text expresses excitement and enthusiasm for Taylor Swift and a desire for her to visit Australia again, indicating a positive sentiment",positive,2
1774,95828aebf3,Missing nathan and the bccg already. And my best friends that tried to visit me   Heading back tomorrow afternoon.,0,negative,"The text expresses longing and missing of people and places, indicating a negative sentiment of sadness or homesickness, although it also mentions a positive action of heading back, the overall tone is more melancholic",negative,0,"The text expresses a sense of longing and missing people, indicating a negative sentiment",negative,0
1775,2f4cc6f9dd,Download movie  'Still Waiting...' http://tinyurl.com/d9g8sj cool #movie,2,positive,"The text is a suggestion to download a movie with a positive descriptor 'cool', indicating a positive sentiment",positive,2,"The text mentions downloading a movie and uses the word 'cool' to describe it, which indicates a positive sentiment towards the movie.",positive,2
1776,5ce349ea8c,I have a better idea: need a couple hour of relax. bed time. Sweet dreams to everyone!  love u all,2,positive,"The text expresses a desire for relaxation, bids goodnight with sweet dreams, and ends with a declaration of love, all indicating a positive and affectionate sentiment",positive,2,"The text expresses a positive desire for relaxation and extends warm wishes and affection to others, indicating a positive sentiment",positive,2
1777,eb19b96f32,Still bored but not long now till the next tour date,1,neutral,"The text expresses boredom, which is a negative sentiment, but also mentions a positive upcoming event (the next tour date), however the current state of being bored is the primary focus",negative,0,"The text mentions feeling bored but also expresses anticipation for an upcoming event, balancing the sentiment towards neutral",neutral,1
1778,f2954076a0,looking forward to coffee and driving tomorrow. really,2,positive,"The text expresses anticipation and enthusiasm for coffee and driving, which are presented as positive activities, indicating a positive sentiment",positive,2,"The text expresses anticipation and enthusiasm for activities like coffee and driving, indicating a positive sentiment",positive,2
1779,a7c665c91e,on jacksonville beach walking in the cold **** water   but have to work in the morning   ily <(`-`)>,0,negative,"The text mentions walking on the beach, which could be a positive experience, but also mentions having to work in the morning and the cold water, which are negative aspects. However, the overall tone seems to be somewhat lighthearted and playful, especially with the use of 'ily' and the emoticon <(`-`)>. This suggests that the negative aspects are not overwhelming the positive ones, and the text is more neutral than negative.",neutral,1,"The text describes an activity (walking in cold water) and mentions having to work in the morning, which is neutral. The inclusion of 'ily <(`-`)>' adds a positive sentiment, but it is not the main focus of the text. Overall, the sentiment is mixed but leans neutral.",neutral,1
1780,6dafd692b9,going to work,1,neutral,"The text is a simple statement of an action without any emotional context, neither expressing enthusiasm nor reluctance",neutral,1,The text is a simple statement of an action without expressing any particular emotion or opinion,neutral,1
1781,cd53878e76,finished the noodles. done the dishwasher. really really warm. i don`t like it,0,negative,"The text mentions completing tasks in a neutral way but then expresses a negative sentiment about the warmth, using the phrase 'i don`t like it'",negative,0,"The text describes completing tasks and mentions the weather, but the phrase 'i don`t like it' introduces a negative sentiment towards the warmth.",negative,0
1782,2a9d72ee1c,9. shopping 10. Latte with my sis 11. Friday- Meets at the FAU 12. Fire- Steet- Party  13. slowmotion in the park 13. partying my bday,1,neutral,"The text is a list of activities that the author seems to be looking forward to or has enjoyed, such as spending time with their sister, attending a party, and celebrating their birthday, indicating a positive sentiment",positive,2,The text lists various activities and events without expressing any particular emotion or opinion about them,neutral,1
1783,a4689601c9,Hey  wow cheers for the insight ppl  looks FUN oh im just stunned..it`s AWEOMSE!!!   (robluketic live > http://ustre.am/2w5v),2,positive,"The text expresses excitement and enthusiasm with words like 'wow', 'FUN', 'stunned', and 'AWEOMSE', and also thanks people for insight, indicating a strong positive sentiment",positive,2,"The text uses exclamatory language and words like 'wow', 'FUN', 'stunned', and 'AWESOME', which express strong positive emotions and enthusiasm.",positive,2
1784,eeeea78845, Good morning,2,positive,"The text is a polite and friendly greeting, expressing a positive sentiment",positive,2,"The text is a simple greeting commonly used to start the day on a positive note, indicating a positive sentiment",positive,2
1785,d79ee48381,Been so busy for the entire week. Be able to take a breath next Tuesday,1,neutral,"The text expresses relief and anticipation about having a break, but also mentions being busy, which has a slightly negative tone, however, the overall sentiment is more focused on the upcoming break, indicating a neutral to slightly positive sentiment, but since the text is more about a fact and a neutral expectation of a break rather than a strong emotional expression, it leans more towards neutral",neutral,1,"The text mentions being busy but also expresses a sense of relief about being able to take a break soon, which suggests a neutral sentiment overall.",neutral,1
1786,f4f43f2e83,possessed beyond certainty that she has made the rite decision,2,positive,"The text expresses confidence and conviction about a decision, using positive language such as 'possessed beyond certainty' and 'rite decision', indicating a positive sentiment",positive,2,"The text expresses a strong sense of confidence and certainty in a decision, which conveys a positive sentiment",positive,2
1787,e2682e4cdb, yea he said brooke`s gonna come over to record today!  !,1,neutral,"The text expresses excitement and anticipation about someone coming over to record, indicated by the use of multiple exclamation marks, suggesting a positive sentiment",positive,2,"The text expresses excitement or positive anticipation about Brooke coming over to record, indicated by the exclamation marks.",positive,2
1788,b2e782a6f0, Home Friday makes me  too!!!,1,neutral,"The text expresses excitement and enthusiasm about being home on Friday, indicating a positive sentiment",positive,2,"The text expresses excitement or enthusiasm about it being Friday and being home, indicating a positive sentiment",positive,2
1789,a3736b0a78," Yeah, I think you`re hyper enough girly.",1,neutral,"The text is somewhat sarcastic and slightly dismissive, with a tone that leans towards being slightly negative, as the speaker is implying that the person is already over-energetic or over-reacting",negative,0,The text is a statement that seems to be a casual observation or remark without expressing strong positive or negative emotions.,neutral,1
1790,a637a8c594," :3, Youtube loves my HD videos  well maybe.",2,positive,The text expresses a mix of playful tone with the emoticon :3 and a slightly uncertain but overall positive sentiment about Youtube's reception of their HD videos,positive,2,"The text includes a playful emoticon and a statement about YouTube possibly loving HD videos, which suggests a positive sentiment with a hint of uncertainty",positive,2
1791,e99514a382,"omds! holly steel, bless her!  x",2,positive,"The text expresses admiration and affection for Holly Steel, with the use of 'omds' (a colloquial expression of surprise or excitement) and 'bless her', indicating a positive sentiment",positive,2,"The text expresses admiration and affection towards Holly Steel, indicating a positive sentiment",positive,2
1792,883a914f2e,Somebody please save the polar bears!,2,positive,"The text expresses a sense of urgency and concern for the well-being of polar bears, indicating a desire for help, which implies a negative sentiment about the current situation of the polar bears",negative,0,"The text expresses concern and a plea for help regarding polar bears, indicating a negative sentiment due to the implied urgency and worry",negative,0
1793,d7cbf13ce9,"christian lacroix, and one of our on-off clients, gone bust.  http://tinyurl.com/kv653j",0,negative,"The text reports on a company going bankrupt, which is a negative event, and also mentions a client relationship that is 'on-off', which implies a lack of stability or consistency, further contributing to a negative sentiment",negative,0,"The text mentions a client going bust, which is a negative event, and the tone suggests a factual statement with a hint of disappointment or concern",negative,0
1794,c4ffb519a5,I don`t feel any pressure right now...    Happy Mother`s Day people...,2,positive,"The text expresses a lack of pressure, which is a neutral sentiment, and then wishes people a Happy Mother's Day, which is a positive sentiment. However, the overall tone is more casual and calm, with the Happy Mother's Day wish being a polite expression rather than an enthusiastic one. Therefore, the text is more neutral than positive.",neutral,1,"The text expresses a lack of pressure and extends a positive greeting for Mother's Day, indicating a positive sentiment",positive,2
1795,bddb88ee73,_c re:headaches my wife is in the same situation and has finally decided to go with meds because its just too much,1,neutral,"The text mentions a person's suffering from headaches and the decision to take medication, which implies a negative situation, but the tone is more matter-of-fact and sympathetic rather than strongly emotional",neutral,1,"The text discusses a personal situation regarding headaches and the decision to use medication, which conveys a sense of difficulty and seriousness but does not explicitly express a strong positive or negative emotion.",neutral,1
1796,091279a25f,Lazy day in is awesome but I really should go out,2,positive,"The text expresses a positive sentiment towards having a lazy day, but also a hint of guilt or obligation to go out, which slightly counters the positivity, however, the overall tone leans towards appreciation for the lazy day",positive,2,"The text expresses enjoyment of a lazy day ('awesome'), which is positive, but also a sense of obligation to go out, which is neutral. The overall sentiment leans positive due to the use of 'awesome'.",positive,2
1797,56a6f83cff,  How about we play tomorrow?,1,neutral,"The text is a friendly suggestion to play, indicating a positive and inviting sentiment",positive,2,The text is a simple suggestion or question about playing tomorrow without expressing any particular emotion.,neutral,1
1798,232276285c," yes unfuzzy, i prefer the fuzzy me and clear caleb..  wanna turn back the clock!",1,neutral,"The text expresses a preference for a past state (being 'fuzzy') and a desire to 'turn back the clock', indicating a negative sentiment towards the current state and a longing for something that has been lost",negative,0,"The text expresses a desire to return to a previous state, possibly indicating nostalgia or dissatisfaction with the current state, suggesting a negative sentiment",negative,0
1799,d9f095c0db,New day in new home   happy mom day 2 me!,2,positive,"The text expresses happiness and positivity about a new day in a new home and also celebrates Mother's Day, indicating a joyful and celebratory tone",positive,2,"The text expresses joy and excitement about a new day in a new home and mentions happiness for Mother's Day, indicating a positive sentiment",positive,2
1800,f3244dc22d,my momma is comin 2night !  2morrow tennis day with p?nar yuppie !,2,positive,"The text expresses excitement and anticipation about the mom's visit and the upcoming tennis day, using enthusiastic language and punctuation, indicating a positive sentiment",positive,2,"The text expresses excitement about the upcoming visit from the author's mother and the planned tennis day, indicating a positive sentiment",positive,2
1801,75144431f2,Ohhh  only a bit of time left to have an account on the forums.. I do hope I get to be a leader some day :/,2,positive,"The text expresses a sense of urgency and a desire to achieve a goal (becoming a leader), but also contains a hint of doubt and uncertainty (:/), which suggests a slightly negative tone",negative,0,"The text expresses a mix of anticipation and a slight hint of uncertainty or disappointment about the possibility of becoming a leader, but overall it leans more towards a neutral sentiment as it doesn't strongly convey positive or negative emotions.",neutral,1
1802,c2bdf76265,just got back from my exam... im surely gonna fail...now trying 2 get tickets 4 il divo! someone doesnt want us 2b there!!!,0,negative,"The text expresses a negative sentiment about the exam outcome ('im surely gonna fail') and also mentions a difficulty in getting tickets for an event, indicating frustration",negative,0,"The text expresses a negative sentiment about the exam outcome ('surely gonna fail') and frustration about ticket availability ('someone doesn't want us 2b there'), indicating a negative sentiment overall.",negative,0
1803,3cf2a5d309,.: no health insurance is not an option.,1,neutral,"The text expresses a strong necessity for health insurance, implying a sense of urgency and importance, but does not contain emotional language that would indicate a positive or negative sentiment. It is a straightforward statement of fact or opinion without emotional tone.",neutral,1,"The text emphasizes the necessity of having health insurance, which implies a strong stance on its importance but does not express a clear positive or negative sentiment.",neutral,1
1804,8ba644c9bd, The devil you say!  I`ve been waiting for the Black Widow in movies and now she won`t be awesome at all.,0,negative,"The text expresses disappointment and frustration about the Black Widow not being awesome, using a strong negative phrase 'The devil you say!' to emphasize the sentiment, indicating a negative sentiment",negative,0,"The text expresses disappointment and frustration about the portrayal of Black Widow in movies, indicating a negative sentiment",negative,0
1805,22c06dbbd7," yay! now ill shall take your picture, and get a tattoo on my arm",1,neutral,"The text expresses excitement and enthusiasm with 'yay!' and mentions a plan to get a tattoo, which is typically a meaningful and positive experience, indicating a positive sentiment",positive,2,"The text expresses excitement ('yay!') about taking a picture and getting a tattoo, indicating a positive sentiment",positive,2
1806,562468489e,Man waking up sucks when u have to go to work like 30 min later,0,negative,"The text expresses a negative sentiment about waking up and having to go to work shortly after, indicating a complaint or dissatisfaction",negative,0,The text expresses dissatisfaction and a negative feeling about waking up and having to go to work soon,negative,0
1807,15ec12dff3,had a great time talkin with Mike tonight for three hrs.,2,positive,"The text expresses that the speaker had a 'great time' talking with Mike, indicating a positive experience and sentiment",positive,2,"The text expresses a positive experience of having a great time talking with Mike, indicating a positive sentiment",positive,2
1808,1cafbadd63, you suck,0,negative,"The text is a direct insult, expressing strong dislike or contempt, indicating a negative sentiment",negative,0,"The text uses strong, negative language to express dissatisfaction or disapproval",negative,0
1809,6ae7977873, so see you on my birthday visit me  haha why wack Saturday ?,2,positive,"The text is an invitation to a birthday celebration and includes a casual and playful tone, with a question about Saturday being 'wack', but overall the sentiment is lighthearted and positive",positive,2,"The text is a casual and friendly invitation with a light-hearted tone, but it does not express strong positive or negative emotions.",neutral,1
1810,39b506870b, In two months i will have something of the kinf of prom  and i`m really excited! and you haven`t any contact to her?,2,positive,"The text expresses excitement about an upcoming event, but also includes a somewhat unrelated and neutral question about someone's contact with another person, however the overall tone is dominated by the excitement",positive,2,"The text expresses excitement about an upcoming event (prom), which indicates a positive sentiment. The second part of the text is a neutral question, but the overall sentiment is driven by the positive emotion expressed in the first part.",positive,2
1811,25d0ae4faf,The case for my iPod Touch is literally falling apart.  So junk,0,negative,"The text describes a product (iPod Touch case) as 'literally falling apart' and labels it as 'junk', indicating a strong negative sentiment towards the product's quality",negative,0,"The text expresses dissatisfaction and frustration with the condition of the iPod Touch case, using the word 'junk' to emphasize the negative sentiment",negative,0
1812,659b90e30c,I Got it!,1,neutral,"The text is a short expression of excitement or triumph, indicating a positive sentiment",positive,2,"The text expresses a sense of achievement or success, indicating a positive sentiment",positive,2
1813,3b84c35810," yess, they came to amsterdam on the 18th of april  best night everr! have you?",2,positive,"The text expresses excitement and enthusiasm about an event that occurred, using phrases like 'best night everr' and an affirmative tone, indicating a positive sentiment",positive,2,"The text expresses excitement and joy about a past event ('best night everr!'), indicating a positive sentiment.",positive,2
1814,14b662dbd4,  i love you mooorrreeee,2,positive,"The text is an expression of affection and love, with an exaggerated emphasis on the word 'more', indicating a strong positive sentiment",positive,2,"The text expresses strong affection and love, indicating a positive sentiment",positive,2
1815,86f51a6e6f, Filipino Prof...is her name GORAYEB? by any chance?,1,neutral,"The text is a neutral inquiry, asking for information about a person's name without expressing any particular sentiment or emotion",neutral,1,The text is a neutral inquiry about a person's name without expressing any positive or negative sentiment,neutral,1
1816,b55ac98ae8,I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,0,negative,"The text expresses a defensive and dismissive tone, with a profanity at the end, indicating a strong negative sentiment. Although the speaker mentions a positive aspect of speaking their mind, the overall tone and language used suggest a negative emotional state",negative,0,"The text expresses a defiant attitude and includes aggressive language ('**** u!'), indicating a negative sentiment despite the mention of self-acceptance.",negative,0
1817,737158a766," thank you  btw, if u`re wondering, you can check out the 'Fuel' brand here (  )",2,positive,"The text expresses gratitude with 'thank you' and provides a neutral informative suggestion about checking out a brand, indicating a generally positive sentiment",positive,2,"The text expresses gratitude ('thank you') and provides a neutral suggestion to check out a brand, without any strong positive or negative sentiment",neutral,1
1818,b65c7688ce,thursday night was amazing taylor swift gave me one of her braclets,2,positive,"The text expresses enthusiasm and excitement about a positive experience, using the word 'amazing' to describe the event and mentioning a special gift from Taylor Swift, indicating a positive sentiment",positive,2,"The text expresses a highly positive sentiment about the Thursday night experience, particularly highlighting the excitement of receiving a bracelet from Taylor Swift.",positive,2
1819,c71f385d10,Bank holiday rock seems so fitting  ? http://blip.fm/~5jg16,1,neutral,"The text expresses a sense of fittingness or appropriateness of the song 'Bank holiday rock' for the current situation, and the use of '?' suggests a tone of playful or casual inquiry, indicating a positive sentiment",positive,2,"The text mentions a bank holiday and describes rock music as fitting, which suggests a positive sentiment towards the holiday and the music.",positive,2
1820,e415b7e325,throat infection coming on strong I think  I can taste blood :S,0,negative,"The text describes unpleasant physical symptoms, such as a throat infection and tasting blood, indicating discomfort and distress, which suggests a negative sentiment",negative,0,"The text describes an unpleasant physical sensation and concern about a throat infection, indicating discomfort and worry, which suggests a negative sentiment.",negative,0
1821,6475ddf649,thanks ,2,positive,"The text is a brief expression of gratitude, indicating a positive sentiment",positive,2,"The text expresses gratitude, which is a positive sentiment.",positive,2
1822,31778724a1," Greatings from planet shannan, we have laded once again on your lanet & hopefull we come in peace =/ Hmm...Haiaa",2,positive,"The text is a playful and humorous message with a tone of mock seriousness, using phrases like 'Greatings from planet shannan' and 'we come in peace' with a winking emoticon, indicating a lighthearted and positive sentiment",positive,2,"The text uses a playful tone and mentions coming in peace, but the final expression 'Hmm...Haiaa' introduces a sense of uncertainty or mixed feelings, making the overall sentiment neutral.",neutral,1
1823,bb42a3cf44,Just finnished my Double Cheeseburger. It was good  Ready to watch the Spanish F1,2,positive,"The text expresses a positive sentiment about the Double Cheeseburger, stating it was 'good', and also shows enthusiasm for the upcoming Spanish F1, indicating an overall positive tone",positive,2,"The text expresses satisfaction with the Double Cheeseburger and anticipation for watching the Spanish F1, indicating a positive sentiment",positive,2
1824,a52a462bef,I cant to sleep and tomorrow i must wake up too early,0,negative,"The text expresses frustration and concern about not being able to sleep and having to wake up early, indicating a negative sentiment",negative,0,"The text expresses frustration about the inability to sleep and the need to wake up early, indicating a negative sentiment",negative,0
1825,aa20ff7392," I wasn`t given an exact date, but it shouldn`t be much longer. Please accept our apologies for the inconvenience!",0,negative,"The text acknowledges an inconvenience and offers an apology, but the tone is polite and conciliatory, indicating a neutral sentiment rather than a strongly negative or positive one",neutral,1,"The text acknowledges an inconvenience and offers an apology, which indicates a neutral to slightly negative sentiment due to the inconvenience mentioned",neutral,1
1826,43720cae34, physics  the most boring class ever!,0,negative,"The text explicitly states that physics is the most boring class ever, expressing a strong negative opinion",negative,0,"The text expresses a strong negative opinion about physics class, calling it the most boring class ever.",negative,0
